$ CUSTOMER	QUANTUM						
$ ITEM	TTR12	1					
$ ITEM	TTR141	1					
$ ITEM	TTR201	1					
$ ITEM	TTR37	1					
$ ITEM	TW07	1					
$ ITEM	VESTA13027	1					
$ ITEM	VESTA13099	1					
$ ITEM	VESTAPOL13122	2					
$ ITEM	XDVD4318	1					
M S E (send it)	Goods In	1 Eagle Park Drive		Warrington		WA2 8JA	UK
