
$ CUSTOMER	QUANTUM					
$ ITEM	HL00642071	1				
$ ITEM	HL02500628	1				
$ ITEM	HL02500841	1				
$ ITEM	HL02500899	1				
$ ITEM	HL320492	1				
$ ITEM	HL50448025	1				
$ ITEM	HL50448038	1				
$ ITEM	HOB910592VD	1				
$ ITEM	HOT130	1				
$ ITEM	HOT162	1				
$ ITEM	HSD012	1				
$ ITEM	IMP901904	1				
$ ITEM	IMP904497	1				
$ ITEM	IMP904914	1				
$ ITEM	IMP905772	1				
$ ITEM	IMP905858	1				
$ ITEM	IMP906072	1				
$ ITEM	IMP906073	1				
$ ITEM	IMP906729	1				
$ ITEM	IMP906840	1				
$ ITEM	IMP906842	1				
$ ITEM	IMP907024	1				
$ ITEM	IMP907129	1				
$ ITEM	IMP908065	1				
$ ITEM	IMP908067	1				
$ ITEM	IMP908070	1				
$ ITEM	IMPH0338	2				
$ ITEM	IMPH0355	2				
$ ITEM	IMPH0435	1				
$ ITEM	IPL272	1				
$ ITEM	IPL296	1				
$ ITEM	JB000227	1				
$ ITEM	JB001422	1				
$ ITEM	JB002221	1				
$ ITEM	JB002726	1				
$ ITEM	JD11021	1				
$ ITEM	JD11026	1				
$ ITEM	JFCDVD06	1				
$ ITEM	JRDVD8017	1				
$ ITEM	K0001	1				
$ ITEM	K4461DVD	1				
$ ITEM	KA8407DVD	1				
$ ITEM	KA8408DVD	1				
$ ITEM	KA8412DVD	1				
$ ITEM	KF005	1				
$ ITEM	KICK1662	1				
$ ITEM	M89020	1				
$ ITEM	MK1577	1				
$ ITEM	MP42069	1				
$ ITEM	MP42082	1				
$ ITEM	MP42086	1				
$ ITEM	MSD1272	1				
$ ITEM	MSD1285	1				
$ ITEM	MSDVD584	1				
$ ITEM	MVD0460	3				
$ ITEM	MVD0475	1				
$ ITEM	MW004	1				
$ ITEM	N204DVD	1				
$ ITEM	N9703DVD	1				
$ ITEM	N9704DVD	1				
$ ITEM	NAN02	2				
$ ITEM	PREVIS1738	1				
$ ITEM	QLDVD0295	1				
$ ITEM	QLDVD0298	1				
$ ITEM	QLDVD0300	1				
$ ITEM	QLDVD0306	1				
$ ITEM	QLDVD6113	1				
$ ITEM	QLDVD6155	1				
$ ITEM	QLDVD6236	1				
$ ITEM	QLDVD6263	1				
$ ITEM	QLDVD6353	1				
$ ITEM	QLDVD6377	1				
$ ITEM	QLDVD6407	1				
$ ITEM	QLDVD6442	1				
$ ITEM	QLDVD6443	1				
$ ITEM	QLDVD6446	1				
$ ITEM	QLDVD6449	1				
$ ITEM	QLDVD6469	1				
$ ITEM	QLDVD6492	1				
$ ITEM	QLDVD6676	1				
$ ITEM	QLDVD6679	2				
$ ITEM	QLDVD6891	1				
$ ITEM	QLDVD6904	1				
$ ITEM	QLDVD6951	1				
$ ITEM	QLDVD6960	1				
$ ITEM	QLDVD6992	1				
$ ITEM	RDDVD025	1				
$ ITEM	RDR0012	1				
$ ITEM	RDR0027	1				
$ ITEM	RDR0045	1				
$ ITEM	RDR0067	1				
$ ITEM	RDR0082	1				
$ ITEM	RDR0116	1				
$ ITEM	RDR0121	1				
$ ITEM	RDR0128	1				
$ ITEM	RDR0151	1				
$ ITEM	RDR0166	1				
$ ITEM	RDR0214	1				
$ ITEM	RDR0283	1				
$ ITEM	RDR0331	1				
$ ITEM	RDR0341	1				
$ ITEM	RRMCDVD2	1				
$ ITEM	RRNVMDVD01	1				
$ ITEM	SCD9787	1				
$ ITEM	SDVD0606267	1				
$ ITEM	SK11440	1				
$ ITEM	STDC0107	1				
$ ITEM	STDC0113	1				
$ ITEM	STDC0114	1				
$ ITEM	STDC1067	1				
$ ITEM	STDC1128	1				
$ ITEM	STDC1173	1				
$ ITEM	STDC1258	1				
$ ITEM	STDC1258	1				
$ ITEM	SVD2	1				
$ ITEM	SVD38	1				
$ ITEM	SVD5077	1				
$ ITEM	SVD5081	1				
$ ITEM	SVD5085	1				
$ ITEM	SVD5102	2				
$ ITEM	SVD5132	1				
$ ITEM	SVD53	1				
$ ITEM	SVD95	1				
$ ITEM	TAKRLDVD1	1				
$ ITEM	TARRGDVD1	1				
$ ITEM	TE2009D	1				
$ ITEM	TE2067DVD	1				
$ ITEM	TE2076D	1				
$ ITEM	TE2079	1				
$ ITEM	TF55085	1				
$ ITEM	VE5428	1				
$ ITEM	VESTA13007	1				
$ ITEM	VESTA13014	1				
$ ITEM	VESTA13022	1				
$ ITEM	VESTA13032	1				
$ ITEM	VESTA13072	1				
$ ITEM	VESTA13082	1				
$ ITEM	VESTA13091	1				
$ ITEM	VESTA13103	1				
$ ITEM	XTD919	2				
$ ITEM	Y379DVD	1				
$ ITEM	Y5045DVD	1				
MSE	1 EAGLE PARK DRIVE			WARRINGTON	CHESHIRE	WA2 8JA
